athlete_name,gender,course_a,year_a,time_a,course_b,year_b,time_b,delta_seconds,months_between
Scott Cherono #0340,M,london,2018,7788,chicago,2019,7513,-275,17.71
Scott Cherono #0340,M,berlin,2018,7712,chicago,2018,7526,-186,0.69
Scott Cherono #0340,M,berlin,2018,7712,nyc,2018,7354,-358,1.61
Scott Cherono #0340,M,berlin,2018,7712,tokyo,2019,7407,-305,5.52
Scott Cherono #0340,M,berlin,2018,7712,boston,2019,7450,-262,6.93
Scott Cherono #0340,M,berlin,2018,7712,london,2019,7483,-229,7.36
Scott Cherono #0340,M,berlin,2018,7712,chicago,2019,7513,-199,12.88
Scott Cherono #0340,M,berlin,2018,7712,nyc,2019,7437,-275,13.57
Scott Cherono #0340,M,chicago,2018,7526,nyc,2018,7354,-172,0.92
Scott Cherono #0340,M,chicago,2018,7526,tokyo,2019,7407,-119,4.83
Scott Cherono #0340,M,chicago,2018,7526,boston,2019,7450,-76,6.24
Scott Cherono #0340,M,chicago,2018,7526,london,2019,7483,-43,6.67
Scott Cherono #0340,M,chicago,2018,7526,berlin,2019,7488,-38,11.73
Scott Cherono #0340,M,chicago,2018,7526,nyc,2019,7437,-89,12.88
Scott Cherono #0340,M,nyc,2018,7354,tokyo,2019,7407,53,3.91
Scott Cherono #0340,M,nyc,2018,7354,boston,2019,7450,96,5.32
Scott Cherono #0340,M,nyc,2018,7354,london,2019,7483,129,5.75
Scott Cherono #0340,M,nyc,2018,7354,berlin,2019,7488,134,10.81
Scott Cherono #0340,M,nyc,2018,7354,chicago,2019,7513,159,11.27
Scott Cherono #0340,M,tokyo,2019,7407,boston,2019,7450,43,1.41
Scott Cherono #0340,M,tokyo,2019,7407,london,2019,7483,76,1.84
Scott Cherono #0340,M,tokyo,2019,7407,berlin,2019,7488,81,6.9
Scott Cherono #0340,M,tokyo,2019,7407,chicago,2019,7513,106,7.36
Scott Cherono #0340,M,tokyo,2019,7407,nyc,2019,7437,30,8.05
Scott Cherono #0340,M,boston,2019,7450,london,2019,7483,33,0.43
Scott Cherono #0340,M,boston,2019,7450,berlin,2019,7488,38,5.49
Scott Cherono #0340,M,boston,2019,7450,chicago,2019,7513,63,5.95
Scott Cherono #0340,M,boston,2019,7450,nyc,2019,7437,-13,6.64
Scott Cherono #0340,M,london,2019,7483,berlin,2019,7488,5,5.06
Scott Cherono #0340,M,london,2019,7483,chicago,2019,7513,30,5.52
Scott Cherono #0340,M,london,2019,7483,nyc,2019,7437,-46,6.21
Scott Cherono #0340,M,berlin,2019,7488,chicago,2019,7513,25,0.46
Scott Cherono #0340,M,berlin,2019,7488,nyc,2019,7437,-51,1.15
Scott Cherono #0340,M,chicago,2019,7513,nyc,2019,7437,-76,0.69
Scott Cherono #0340,M,berlin,2021,7588,london,2021,7426,-162,0.23
Scott Cherono #0340,M,berlin,2021,7588,chicago,2021,7523,-65,0.46
Scott Cherono #0340,M,berlin,2021,7588,boston,2021,7455,-133,0.49
Scott Cherono #0340,M,berlin,2021,7588,tokyo,2021,7643,55,0.69
Scott Cherono #0340,M,berlin,2021,7588,tokyo,2022,7334,-254,5.29
Scott Cherono #0340,M,berlin,2021,7588,boston,2022,7664,76,6.7
Scott Cherono #0340,M,berlin,2021,7588,london,2022,7519,-69,12.19
Scott Cherono #0340,M,berlin,2021,7588,chicago,2022,7515,-73,12.42
Scott Cherono #0340,M,berlin,2021,7588,nyc,2022,7515,-73,13.34
Scott Cherono #0340,M,berlin,2021,7588,tokyo,2023,7255,-333,17.25
Scott Cherono #0340,M,london,2021,7426,chicago,2021,7523,97,0.23
Scott Cherono #0340,M,london,2021,7426,boston,2021,7455,29,0.26
Scott Cherono #0340,M,london,2021,7426,tokyo,2021,7643,217,0.46
Scott Cherono #0340,M,london,2021,7426,tokyo,2022,7334,-92,5.06
Scott Cherono #0340,M,london,2021,7426,boston,2022,7664,238,6.47
Scott Cherono #0340,M,london,2021,7426,berlin,2022,7776,350,11.73
Scott Cherono #0340,M,london,2021,7426,chicago,2022,7515,89,12.19
Scott Cherono #0340,M,london,2021,7426,nyc,2022,7515,89,13.11
Scott Cherono #0340,M,london,2021,7426,tokyo,2023,7255,-171,17.02
Scott Cherono #0340,M,chicago,2021,7523,boston,2021,7455,-68,0.03
Scott Cherono #0340,M,chicago,2021,7523,tokyo,2021,7643,120,0.23
Scott Cherono #0340,M,chicago,2021,7523,tokyo,2022,7334,-189,4.83
Scott Cherono #0340,M,chicago,2021,7523,boston,2022,7664,141,6.24
Scott Cherono #0340,M,chicago,2021,7523,berlin,2022,7776,253,11.5
Scott Cherono #0340,M,chicago,2021,7523,london,2022,7519,-4,11.73
Scott Cherono #0340,M,chicago,2021,7523,nyc,2022,7515,-8,12.88
Scott Cherono #0340,M,chicago,2021,7523,tokyo,2023,7255,-268,16.79
Scott Cherono #0340,M,boston,2021,7455,tokyo,2021,7643,188,0.2
Scott Cherono #0340,M,boston,2021,7455,tokyo,2022,7334,-121,4.8
Scott Cherono #0340,M,boston,2021,7455,berlin,2022,7776,321,11.47
Scott Cherono #0340,M,boston,2021,7455,london,2022,7519,64,11.7
Scott Cherono #0340,M,boston,2021,7455,chicago,2022,7515,60,11.93
Scott Cherono #0340,M,boston,2021,7455,nyc,2022,7515,60,12.84
Scott Cherono #0340,M,boston,2021,7455,tokyo,2023,7255,-200,16.75
Scott Cherono #0340,M,tokyo,2021,7643,boston,2022,7664,21,6.01
Scott Cherono #0340,M,tokyo,2021,7643,berlin,2022,7776,133,11.27
Scott Cherono #0340,M,tokyo,2021,7643,london,2022,7519,-124,11.5
Scott Cherono #0340,M,tokyo,2021,7643,chicago,2022,7515,-128,11.73
Scott Cherono #0340,M,tokyo,2021,7643,nyc,2022,7515,-128,12.65
Scott Cherono #0340,M,tokyo,2021,7643,boston,2023,7642,-1,17.97
Scott Cherono #0340,M,tokyo,2022,7334,boston,2022,7664,330,1.41
Scott Cherono #0340,M,tokyo,2022,7334,berlin,2022,7776,442,6.67
Scott Cherono #0340,M,tokyo,2022,7334,london,2022,7519,185,6.9
Scott Cherono #0340,M,tokyo,2022,7334,chicago,2022,7515,181,7.13
Scott Cherono #0340,M,tokyo,2022,7334,nyc,2022,7515,181,8.05
Scott Cherono #0340,M,tokyo,2022,7334,boston,2023,7642,308,13.37
Scott Cherono #0340,M,tokyo,2022,7334,london,2023,7413,79,13.57
Scott Cherono #0340,M,boston,2022,7664,berlin,2022,7776,112,5.26
Scott Cherono #0340,M,boston,2022,7664,london,2022,7519,-145,5.49
Scott Cherono #0340,M,boston,2022,7664,chicago,2022,7515,-149,5.72
Scott Cherono #0340,M,boston,2022,7664,nyc,2022,7515,-149,6.64
Scott Cherono #0340,M,boston,2022,7664,tokyo,2023,7255,-409,10.55
Scott Cherono #0340,M,boston,2022,7664,london,2023,7413,-251,12.16
Scott Cherono #0340,M,boston,2022,7664,berlin,2023,7631,-33,17.21
Scott Cherono #0340,M,boston,2022,7664,chicago,2023,7480,-184,17.67
Scott Cherono #0340,M,berlin,2022,7776,london,2022,7519,-257,0.23
Scott Cherono #0340,M,berlin,2022,7776,chicago,2022,7515,-261,0.46
Scott Cherono #0340,M,berlin,2022,7776,nyc,2022,7515,-261,1.38
Scott Cherono #0340,M,berlin,2022,7776,tokyo,2023,7255,-521,5.29
Scott Cherono #0340,M,berlin,2022,7776,boston,2023,7642,-134,6.7
Scott Cherono #0340,M,berlin,2022,7776,london,2023,7413,-363,6.9
Scott Cherono #0340,M,berlin,2022,7776,chicago,2023,7480,-296,12.42
Scott Cherono #0340,M,berlin,2022,7776,nyc,2023,7446,-330,13.34
Scott Cherono #0340,M,berlin,2022,7776,tokyo,2024,7441,-335,17.25
Scott Cherono #0340,M,london,2022,7519,chicago,2022,7515,-4,0.23
Scott Cherono #0340,M,london,2022,7519,nyc,2022,7515,-4,1.15
Scott Cherono #0340,M,london,2022,7519,tokyo,2023,7255,-264,5.06
Scott Cherono #0340,M,london,2022,7519,boston,2023,7642,123,6.47
Scott Cherono #0340,M,london,2022,7519,berlin,2023,7631,112,11.73
Scott Cherono #0340,M,london,2022,7519,chicago,2023,7480,-39,12.19
Scott Cherono #0340,M,london,2022,7519,nyc,2023,7446,-73,13.11
Scott Cherono #0340,M,london,2022,7519,tokyo,2024,7441,-78,17.02
Scott Cherono #0340,M,chicago,2022,7515,nyc,2022,7515,0,0.92
Scott Cherono #0340,M,chicago,2022,7515,tokyo,2023,7255,-260,4.83
Scott Cherono #0340,M,chicago,2022,7515,boston,2023,7642,127,6.24
Scott Cherono #0340,M,chicago,2022,7515,london,2023,7413,-102,6.44
Scott Cherono #0340,M,chicago,2022,7515,berlin,2023,7631,116,11.5
Scott Cherono #0340,M,chicago,2022,7515,nyc,2023,7446,-69,12.88
Scott Cherono #0340,M,chicago,2022,7515,tokyo,2024,7441,-74,16.79
Scott Cherono #0340,M,nyc,2022,7515,tokyo,2023,7255,-260,3.91
Scott Cherono #0340,M,nyc,2022,7515,boston,2023,7642,127,5.32
Scott Cherono #0340,M,nyc,2022,7515,london,2023,7413,-102,5.52
Scott Cherono #0340,M,nyc,2022,7515,berlin,2023,7631,116,10.58
Scott Cherono #0340,M,nyc,2022,7515,chicago,2023,7480,-35,11.04
Scott Cherono #0340,M,nyc,2022,7515,tokyo,2024,7441,-74,15.87
Scott Cherono #0340,M,nyc,2022,7515,boston,2024,7516,1,17.28
Scott Cherono #0340,M,nyc,2022,7515,london,2024,7509,-6,17.48
Scott Cherono #0340,M,tokyo,2023,7255,boston,2023,7642,387,1.41
Scott Cherono #0340,M,tokyo,2023,7255,london,2023,7413,158,1.61
Scott Cherono #0340,M,tokyo,2023,7255,berlin,2023,7631,376,6.67
Scott Cherono #0340,M,tokyo,2023,7255,chicago,2023,7480,225,7.13
Scott Cherono #0340,M,tokyo,2023,7255,nyc,2023,7446,191,8.05
Scott Cherono #0340,M,tokyo,2023,7255,boston,2024,7516,261,13.37
Scott Cherono #0340,M,tokyo,2023,7255,london,2024,7509,254,13.57
Scott Cherono #0340,M,boston,2023,7642,london,2023,7413,-229,0.2
Scott Cherono #0340,M,boston,2023,7642,berlin,2023,7631,-11,5.26
Scott Cherono #0340,M,boston,2023,7642,chicago,2023,7480,-162,5.72
Scott Cherono #0340,M,boston,2023,7642,nyc,2023,7446,-196,6.64
Scott Cherono #0340,M,boston,2023,7642,tokyo,2024,7441,-201,10.55
Scott Cherono #0340,M,boston,2023,7642,london,2024,7509,-133,12.16
Scott Cherono #0340,M,boston,2023,7642,berlin,2024,7554,-88,17.44
Scott Cherono #0340,M,boston,2023,7642,chicago,2024,7421,-221,17.9
Scott Cherono #0340,M,london,2023,7413,berlin,2023,7631,218,5.06
Scott Cherono #0340,M,london,2023,7413,chicago,2023,7480,67,5.52
Scott Cherono #0340,M,london,2023,7413,nyc,2023,7446,33,6.44
Scott Cherono #0340,M,london,2023,7413,tokyo,2024,7441,28,10.35
Scott Cherono #0340,M,london,2023,7413,boston,2024,7516,103,11.76
Scott Cherono #0340,M,london,2023,7413,berlin,2024,7554,141,17.25
Scott Cherono #0340,M,london,2023,7413,chicago,2024,7421,8,17.71
Scott Cherono #0340,M,berlin,2023,7631,chicago,2023,7480,-151,0.46
Scott Cherono #0340,M,berlin,2023,7631,nyc,2023,7446,-185,1.38
Scott Cherono #0340,M,berlin,2023,7631,tokyo,2024,7441,-190,5.29
Scott Cherono #0340,M,berlin,2023,7631,boston,2024,7516,-115,6.7
Scott Cherono #0340,M,berlin,2023,7631,london,2024,7509,-122,6.9
Scott Cherono #0340,M,berlin,2023,7631,chicago,2024,7421,-210,12.65
Scott Cherono #0340,M,berlin,2023,7631,nyc,2024,7497,-134,13.34
Scott Cherono #0340,M,chicago,2023,7480,nyc,2023,7446,-34,0.92
Scott Cherono #0340,M,chicago,2023,7480,tokyo,2024,7441,-39,4.83
Scott Cherono #0340,M,chicago,2023,7480,boston,2024,7516,36,6.24
Scott Cherono #0340,M,chicago,2023,7480,london,2024,7509,29,6.44
Scott Cherono #0340,M,chicago,2023,7480,berlin,2024,7554,74,11.73
Scott Cherono #0340,M,chicago,2023,7480,nyc,2024,7497,17,12.88
Scott Cherono #0340,M,nyc,2023,7446,tokyo,2024,7441,-5,3.91
Scott Cherono #0340,M,nyc,2023,7446,boston,2024,7516,70,5.32
Scott Cherono #0340,M,nyc,2023,7446,london,2024,7509,63,5.52
Scott Cherono #0340,M,nyc,2023,7446,berlin,2024,7554,108,10.81
Scott Cherono #0340,M,nyc,2023,7446,chicago,2024,7421,-25,11.27
Scott Cherono #0340,M,tokyo,2024,7441,boston,2024,7516,75,1.41
Scott Cherono #0340,M,tokyo,2024,7441,london,2024,7509,68,1.61
Scott Cherono #0340,M,tokyo,2024,7441,berlin,2024,7554,113,6.9
Scott Cherono #0340,M,tokyo,2024,7441,chicago,2024,7421,-20,7.36
Scott Cherono #0340,M,tokyo,2024,7441,nyc,2024,7497,56,8.05
Scott Cherono #0340,M,boston,2024,7516,london,2024,7509,-7,0.2
Scott Cherono #0340,M,boston,2024,7516,berlin,2024,7554,38,5.49
Scott Cherono #0340,M,boston,2024,7516,chicago,2024,7421,-95,5.95
Scott Cherono #0340,M,boston,2024,7516,nyc,2024,7497,-19,6.64
Scott Cherono #0340,M,london,2024,7509,berlin,2024,7554,45,5.29
Scott Cherono #0340,M,london,2024,7509,chicago,2024,7421,-88,5.75
Scott Cherono #0340,M,london,2024,7509,nyc,2024,7497,-12,6.44
Scott Cherono #0340,M,berlin,2024,7554,chicago,2024,7421,-133,0.46
Scott Cherono #0340,M,berlin,2024,7554,nyc,2024,7497,-57,1.15
Scott Cherono #0340,M,chicago,2024,7421,nyc,2024,7497,76,0.69
Scott Cherop #0270,M,london,2015,7459,nyc,2015,7424,-35,6.21
Scott Cherop #0270,M,london,2015,7459,tokyo,2016,7434,-25,10.12
Scott Cherop #0270,M,london,2015,7459,boston,2016,7849,390,11.76
Scott Cherop #0270,M,nyc,2015,7424,tokyo,2016,7434,10,3.91
Scott Cherop #0270,M,nyc,2015,7424,boston,2016,7849,425,5.55
Scott Cherop #0270,M,nyc,2015,7424,london,2016,7576,152,5.75
Scott Cherop #0270,M,nyc,2015,7424,boston,2017,7951,527,17.51
Scott Cherop #0270,M,tokyo,2016,7434,boston,2016,7849,415,1.64
Scott Cherop #0270,M,tokyo,2016,7434,london,2016,7576,142,1.84
Scott Cherop #0270,M,tokyo,2016,7434,boston,2017,7951,517,13.6
Scott Cherop #0270,M,boston,2016,7849,london,2016,7576,-273,0.2
Scott Cherop #0270,M,boston,2016,7849,berlin,2017,7633,-216,17.21
Scott Cherop #0270,M,london,2016,7576,boston,2017,7951,375,11.76
Scott Cherop #0270,M,london,2016,7576,berlin,2017,7633,57,17.02
Scott Cherop #0270,M,boston,2017,7951,berlin,2017,7633,-318,5.26
Scott Cherop #0270,M,boston,2017,7951,berlin,2018,7632,-319,16.98
Scott Cherop #0270,M,boston,2017,7951,chicago,2018,7606,-345,17.67
Scott Cherop #0270,M,berlin,2017,7633,boston,2018,7762,129,6.7
Scott Cherop #0270,M,berlin,2017,7633,chicago,2018,7606,-27,12.42
Scott Cherop #0270,M,berlin,2017,7633,nyc,2018,7556,-77,13.34
Scott Cherop #0270,M,boston,2018,7762,berlin,2018,7632,-130,5.03
Scott Cherop #0270,M,boston,2018,7762,chicago,2018,7606,-156,5.72
Scott Cherop #0270,M,boston,2018,7762,nyc,2018,7556,-206,6.64
Scott Cherop #0270,M,boston,2018,7762,berlin,2019,7597,-165,17.44
Scott Cherop #0270,M,berlin,2018,7632,chicago,2018,7606,-26,0.69
Scott Cherop #0270,M,berlin,2018,7632,nyc,2018,7556,-76,1.61
Scott Cherop #0270,M,chicago,2018,7606,nyc,2018,7556,-50,0.92
Scott Cherop #0270,M,chicago,2018,7606,berlin,2019,7597,-9,11.73
Scott Cherop #0270,M,nyc,2018,7556,berlin,2019,7597,41,10.81
Scott Cherop #0270,M,tokyo,2021,7645,nyc,2021,7679,34,0.69
Scott Cherop #0270,M,tokyo,2021,7645,boston,2022,7615,-30,6.01
Scott Cherop #0270,M,tokyo,2021,7645,chicago,2022,7664,19,11.73
Scott Cherop #0270,M,tokyo,2021,7645,nyc,2022,7628,-17,12.65
Scott Cherop #0270,M,tokyo,2021,7645,boston,2023,7825,180,17.97
Scott Cherop #0270,M,nyc,2021,7679,boston,2022,7615,-64,5.32
Scott Cherop #0270,M,nyc,2021,7679,chicago,2022,7664,-15,11.04
Scott Cherop #0270,M,nyc,2021,7679,boston,2023,7825,146,17.28
Scott Cherop #0270,M,nyc,2021,7679,london,2023,7485,-194,17.48
Scott Cherop #0270,M,boston,2022,7615,chicago,2022,7664,49,5.72
Scott Cherop #0270,M,boston,2022,7615,nyc,2022,7628,13,6.64
Scott Cherop #0270,M,boston,2022,7615,london,2023,7485,-130,12.16
Scott Cherop #0270,M,boston,2022,7615,berlin,2023,7596,-19,17.21
Scott Cherop #0270,M,boston,2022,7615,chicago,2023,7535,-80,17.67
Scott Cherop #0270,M,chicago,2022,7664,nyc,2022,7628,-36,0.92
Scott Cherop #0270,M,chicago,2022,7664,boston,2023,7825,161,6.24
Scott Cherop #0270,M,chicago,2022,7664,london,2023,7485,-179,6.44
Scott Cherop #0270,M,chicago,2022,7664,berlin,2023,7596,-68,11.5
Scott Cherop #0270,M,chicago,2022,7664,nyc,2023,7584,-80,12.88
Scott Cherop #0270,M,chicago,2022,7664,tokyo,2024,7555,-109,16.79
Scott Cherop #0270,M,nyc,2022,7628,boston,2023,7825,197,5.32
Scott Cherop #0270,M,nyc,2022,7628,london,2023,7485,-143,5.52
Scott Cherop #0270,M,nyc,2022,7628,berlin,2023,7596,-32,10.58
Scott Cherop #0270,M,nyc,2022,7628,chicago,2023,7535,-93,11.04
Scott Cherop #0270,M,nyc,2022,7628,tokyo,2024,7555,-73,15.87
Scott Cherop #0270,M,nyc,2022,7628,london,2024,7370,-258,17.48
Scott Cherop #0270,M,boston,2023,7825,london,2023,7485,-340,0.2
Scott Cherop #0270,M,boston,2023,7825,berlin,2023,7596,-229,5.26
Scott Cherop #0270,M,boston,2023,7825,chicago,2023,7535,-290,5.72
Scott Cherop #0270,M,boston,2023,7825,nyc,2023,7584,-241,6.64
Scott Cherop #0270,M,boston,2023,7825,tokyo,2024,7555,-270,10.55
Scott Cherop #0270,M,boston,2023,7825,london,2024,7370,-455,12.16
Scott Cherop #0270,M,boston,2023,7825,berlin,2024,7400,-425,17.44
Scott Cherop #0270,M,boston,2023,7825,chicago,2024,7521,-304,17.9
Scott Cherop #0270,M,london,2023,7485,berlin,2023,7596,111,5.06
Scott Cherop #0270,M,london,2023,7485,chicago,2023,7535,50,5.52
Scott Cherop #0270,M,london,2023,7485,nyc,2023,7584,99,6.44
Scott Cherop #0270,M,london,2023,7485,tokyo,2024,7555,70,10.35
Scott Cherop #0270,M,london,2023,7485,berlin,2024,7400,-85,17.25
Scott Cherop #0270,M,london,2023,7485,chicago,2024,7521,36,17.71
Scott Cherop #0270,M,berlin,2023,7596,chicago,2023,7535,-61,0.46
Scott Cherop #0270,M,berlin,2023,7596,nyc,2023,7584,-12,1.38
Scott Cherop #0270,M,berlin,2023,7596,tokyo,2024,7555,-41,5.29
Scott Cherop #0270,M,berlin,2023,7596,london,2024,7370,-226,6.9
Scott Cherop #0270,M,berlin,2023,7596,chicago,2024,7521,-75,12.65
Scott Cherop #0270,M,chicago,2023,7535,nyc,2023,7584,49,0.92
Scott Cherop #0270,M,chicago,2023,7535,tokyo,2024,7555,20,4.83
Scott Cherop #0270,M,chicago,2023,7535,london,2024,7370,-165,6.44
Scott Cherop #0270,M,chicago,2023,7535,berlin,2024,7400,-135,11.73
Scott Cherop #0270,M,nyc,2023,7584,tokyo,2024,7555,-29,3.91
Scott Cherop #0270,M,nyc,2023,7584,london,2024,7370,-214,5.52
Scott Cherop #0270,M,nyc,2023,7584,berlin,2024,7400,-184,10.81
Scott Cherop #0270,M,nyc,2023,7584,chicago,2024,7521,-63,11.27
Scott Cherop #0270,M,tokyo,2024,7555,london,2024,7370,-185,1.61
Scott Cherop #0270,M,tokyo,2024,7555,berlin,2024,7400,-155,6.9
Scott Cherop #0270,M,tokyo,2024,7555,chicago,2024,7521,-34,7.36
Scott Cherop #0270,M,london,2024,7370,berlin,2024,7400,30,5.29
Scott Cherop #0270,M,london,2024,7370,chicago,2024,7521,151,5.75
Scott Cherop #0270,M,berlin,2024,7400,chicago,2024,7521,121,0.46
Scott Moen #0024,M,berlin,2015,7698,nyc,2015,7577,-121,1.15
Scott Moen #0024,M,berlin,2015,7698,boston,2016,7848,150,6.7
Scott Moen #0024,M,berlin,2015,7698,london,2016,7637,-61,6.9
Scott Moen #0024,M,berlin,2015,7698,chicago,2016,7616,-82,12.42
Scott Moen #0024,M,nyc,2015,7577,boston,2016,7848,271,5.55
Scott Moen #0024,M,nyc,2015,7577,london,2016,7637,60,5.75
Scott Moen #0024,M,nyc,2015,7577,chicago,2016,7616,39,11.27
Scott Moen #0024,M,nyc,2015,7577,london,2017,7570,-7,17.71
Scott Moen #0024,M,boston,2016,7848,london,2016,7637,-211,0.2
Scott Moen #0024,M,boston,2016,7848,chicago,2016,7616,-232,5.72
Scott Moen #0024,M,boston,2016,7848,london,2017,7570,-278,12.16
Scott Moen #0024,M,boston,2016,7848,berlin,2017,7646,-202,17.21
Scott Moen #0024,M,boston,2016,7848,chicago,2017,7680,-168,17.67
Scott Moen #0024,M,london,2016,7637,chicago,2016,7616,-21,5.52
Scott Moen #0024,M,london,2016,7637,berlin,2017,7646,9,17.02
Scott Moen #0024,M,london,2016,7637,chicago,2017,7680,43,17.48
Scott Moen #0024,M,chicago,2016,7616,london,2017,7570,-46,6.44
Scott Moen #0024,M,chicago,2016,7616,berlin,2017,7646,30,11.5
Scott Moen #0024,M,chicago,2016,7616,nyc,2017,7769,153,12.88
Scott Moen #0024,M,london,2017,7570,berlin,2017,7646,76,5.06
Scott Moen #0024,M,london,2017,7570,chicago,2017,7680,110,5.52
Scott Moen #0024,M,london,2017,7570,nyc,2017,7769,199,6.44
Scott Moen #0024,M,berlin,2017,7646,chicago,2017,7680,34,0.46
Scott Moen #0024,M,berlin,2017,7646,nyc,2017,7769,123,1.38
Scott Moen #0024,M,berlin,2017,7646,nyc,2018,7559,-87,13.34
Scott Moen #0024,M,chicago,2017,7680,nyc,2017,7769,89,0.92
Scott Moen #0024,M,chicago,2017,7680,nyc,2018,7559,-121,12.88
Scott Moen #0024,M,nyc,2018,7559,berlin,2019,7575,16,10.81
Scott Moen #0024,M,nyc,2018,7559,chicago,2019,7648,89,11.27
Scott Moen #0024,M,berlin,2019,7575,chicago,2019,7648,73,0.46
Scott Moen #0024,M,berlin,2021,7539,chicago,2021,7698,159,0.46
Scott Moen #0024,M,berlin,2021,7539,boston,2022,7712,173,6.7
Scott Moen #0024,M,chicago,2021,7698,boston,2022,7712,14,6.24
Scott Moen #0024,M,boston,2022,7712,london,2023,7562,-150,12.16
Scott Moen #0024,M,boston,2022,7712,berlin,2023,7596,-116,17.21
Scott Moen #0024,M,london,2023,7562,berlin,2023,7596,34,5.06
Scott Robinson #0195,M,tokyo,2015,7509,london,2015,7563,54,2.07
Scott Robinson #0195,M,tokyo,2015,7509,berlin,2015,7587,78,7.13
Scott Robinson #0195,M,london,2015,7563,berlin,2015,7587,24,5.06
Scott Robinson #0195,M,london,2015,7563,tokyo,2016,7513,-50,10.12
Scott Robinson #0195,M,london,2015,7563,chicago,2016,7527,-36,17.48
Scott Robinson #0195,M,berlin,2015,7587,tokyo,2016,7513,-74,5.06
Scott Robinson #0195,M,berlin,2015,7587,chicago,2016,7527,-60,12.42
Scott Robinson #0195,M,berlin,2015,7587,nyc,2016,7594,7,13.34
Scott Robinson #0195,M,berlin,2015,7587,tokyo,2017,7442,-145,17.02
Scott Robinson #0195,M,tokyo,2016,7513,chicago,2016,7527,14,7.36
Scott Robinson #0195,M,tokyo,2016,7513,nyc,2016,7594,81,8.28
Scott Robinson #0195,M,tokyo,2016,7513,boston,2017,7937,424,13.6
Scott Robinson #0195,M,chicago,2016,7527,nyc,2016,7594,67,0.92
Scott Robinson #0195,M,chicago,2016,7527,tokyo,2017,7442,-85,4.6
Scott Robinson #0195,M,chicago,2016,7527,boston,2017,7937,410,6.24
Scott Robinson #0195,M,chicago,2016,7527,nyc,2017,7520,-7,12.88
Scott Robinson #0195,M,nyc,2016,7594,tokyo,2017,7442,-152,3.68
Scott Robinson #0195,M,nyc,2016,7594,boston,2017,7937,343,5.32
Scott Robinson #0195,M,nyc,2016,7594,chicago,2017,7659,65,11.04
Scott Robinson #0195,M,nyc,2016,7594,boston,2018,7834,240,17.28
Scott Robinson #0195,M,nyc,2016,7594,london,2018,7992,398,17.48
Scott Robinson #0195,M,tokyo,2017,7442,boston,2017,7937,495,1.64
Scott Robinson #0195,M,tokyo,2017,7442,chicago,2017,7659,217,7.36
Scott Robinson #0195,M,tokyo,2017,7442,nyc,2017,7520,78,8.28
Scott Robinson #0195,M,tokyo,2017,7442,boston,2018,7834,392,13.6
Scott Robinson #0195,M,tokyo,2017,7442,london,2018,7992,550,13.8
Scott Robinson #0195,M,boston,2017,7937,chicago,2017,7659,-278,5.72
Scott Robinson #0195,M,boston,2017,7937,nyc,2017,7520,-417,6.64
Scott Robinson #0195,M,boston,2017,7937,london,2018,7992,55,12.16
Scott Robinson #0195,M,boston,2017,7937,berlin,2018,7689,-248,16.98
Scott Robinson #0195,M,boston,2017,7937,chicago,2018,7620,-317,17.67
Scott Robinson #0195,M,chicago,2017,7659,nyc,2017,7520,-139,0.92
Scott Robinson #0195,M,chicago,2017,7659,boston,2018,7834,175,6.24
Scott Robinson #0195,M,chicago,2017,7659,london,2018,7992,333,6.44
Scott Robinson #0195,M,chicago,2017,7659,berlin,2018,7689,30,11.27
Scott Robinson #0195,M,chicago,2017,7659,nyc,2018,7608,-51,12.88
Scott Robinson #0195,M,chicago,2017,7659,tokyo,2019,7485,-174,16.79
Scott Robinson #0195,M,nyc,2017,7520,boston,2018,7834,314,5.32
Scott Robinson #0195,M,nyc,2017,7520,london,2018,7992,472,5.52
Scott Robinson #0195,M,nyc,2017,7520,berlin,2018,7689,169,10.35
Scott Robinson #0195,M,nyc,2017,7520,chicago,2018,7620,100,11.04
Scott Robinson #0195,M,nyc,2017,7520,tokyo,2019,7485,-35,15.87
Scott Robinson #0195,M,nyc,2017,7520,boston,2019,7563,43,17.28
Scott Robinson #0195,M,nyc,2017,7520,london,2019,7743,223,17.71
Scott Robinson #0195,M,boston,2018,7834,london,2018,7992,158,0.2
Scott Robinson #0195,M,boston,2018,7834,berlin,2018,7689,-145,5.03
Scott Robinson #0195,M,boston,2018,7834,chicago,2018,7620,-214,5.72
Scott Robinson #0195,M,boston,2018,7834,nyc,2018,7608,-226,6.64
Scott Robinson #0195,M,boston,2018,7834,tokyo,2019,7485,-349,10.55
Scott Robinson #0195,M,boston,2018,7834,london,2019,7743,-91,12.39
Scott Robinson #0195,M,boston,2018,7834,chicago,2019,7699,-135,17.9
Scott Robinson #0195,M,london,2018,7992,berlin,2018,7689,-303,4.83
Scott Robinson #0195,M,london,2018,7992,chicago,2018,7620,-372,5.52
Scott Robinson #0195,M,london,2018,7992,nyc,2018,7608,-384,6.44
Scott Robinson #0195,M,london,2018,7992,tokyo,2019,7485,-507,10.35
Scott Robinson #0195,M,london,2018,7992,boston,2019,7563,-429,11.76
Scott Robinson #0195,M,london,2018,7992,chicago,2019,7699,-293,17.71
Scott Robinson #0195,M,berlin,2018,7689,chicago,2018,7620,-69,0.69
Scott Robinson #0195,M,berlin,2018,7689,nyc,2018,7608,-81,1.61
Scott Robinson #0195,M,berlin,2018,7689,tokyo,2019,7485,-204,5.52
