athlete_name,country,gender,course,year,date,place,finish_time_seconds
Kenneth Desisa #0236,ETH,M,nyc,2021,2021-11-07,4,7485
Galen Hassan #0106,NED,M,nyc,2021,2021-11-07,5,7492
Ayele Cherono #0281,NED,M,nyc,2021,2021-11-07,6,7502
Wilson Geremew #0135,KEN,M,nyc,2021,2021-11-07,7,7506
Geoffrey Farah #0246,GER,M,nyc,2021,2021-11-07,8,7517
Kenneth Cherono #0288,GBR,M,nyc,2021,2021-11-07,9,7533
Yuki Hassan #0277,GBR,M,nyc,2021,2021-11-07,10,7538
Eliud Geremew #0239,FRA,M,nyc,2021,2021-11-07,11,7541
Galen Fauble #0390,ESP,M,nyc,2021,2021-11-07,12,7542
Lelisa Abdi #0326,BRA,M,nyc,2021,2021-11-07,13,7547
Hiroto Rotich #0245,BHR,M,nyc,2021,2021-11-07,14,7549
Bashir Hailu #0384,ITA,M,nyc,2021,2021-11-07,15,7551
Carlos Cherop #0333,ETH,M,nyc,2021,2021-11-07,16,7551
Lelisa Hailu #0052,USA,M,nyc,2021,2021-11-07,17,7552
Lawrence Kiptum #0204,BLR,M,nyc,2021,2021-11-07,18,7556
Birhanu Cherono #0230,MAR,M,nyc,2021,2021-11-07,19,7556
Lelisa Tola #0223,USA,M,nyc,2021,2021-11-07,20,7558
Kibrom Korir #0015,MAR,M,nyc,2021,2021-11-07,21,7561
Kenneth Kipsang #0037,ERI,M,nyc,2021,2021-11-07,22,7561
Lelisa Lemma #0060,CAN,M,nyc,2021,2021-11-07,23,7570
Carlos Cherop #0298,NED,M,nyc,2021,2021-11-07,24,7574
Carlos Cherono #0367,UGA,M,nyc,2021,2021-11-07,25,7578
Conner Moen #0128,ITA,M,nyc,2021,2021-11-07,26,7579
Cam Adero #0009,BLR,M,nyc,2021,2021-11-07,27,7580
Mosinet Lemma #0329,ESP,M,nyc,2021,2021-11-07,28,7584
Wilson Hailu #0259,ERI,M,nyc,2021,2021-11-07,29,7588
Eliud Hailu #0360,USA,M,nyc,2021,2021-11-07,30,7591
Yuki Levins #0142,JPN,M,nyc,2021,2021-11-07,31,7595
Geoffrey Bekele #0366,ITA,M,nyc,2021,2021-11-07,32,7596
Galen Bekele #0173,BLR,M,nyc,2021,2021-11-07,33,7599
Lemi Kiptum #0212,FRA,M,nyc,2021,2021-11-07,34,7602
Conner Korir #0182,BHR,M,nyc,2021,2021-11-07,35,7604
Sisay Tola #0335,AUS,M,nyc,2021,2021-11-07,36,7605
Lemi Levins #0001,UGA,M,nyc,2021,2021-11-07,37,7608
Birhanu Moen #0120,CAN,M,nyc,2021,2021-11-07,38,7609
Suguru Hailu #0194,MAR,M,nyc,2021,2021-11-07,39,7611
Eliud Kipchoge #0004,UGA,M,nyc,2021,2021-11-07,40,7613
Wilson Bett #0152,TZA,M,nyc,2021,2021-11-07,41,7613
Jared Rupp #0070,GER,M,nyc,2021,2021-11-07,42,7613
Scott Robinson #0195,NOR,M,nyc,2021,2021-11-07,43,7614
Kelvin Levins #0005,MAR,M,nyc,2021,2021-11-07,44,7617
Scott Abdi #0129,AUS,M,nyc,2021,2021-11-07,45,7619
Ayele Kipsang #0131,BHR,M,nyc,2021,2021-11-07,46,7628
Lawrence Desisa #0071,MAR,M,nyc,2021,2021-11-07,47,7628
Kelvin Hailu #0382,BRA,M,nyc,2021,2021-11-07,48,7628
Mo Desisa #0033,MAR,M,nyc,2021,2021-11-07,49,7631
Cam Levins #0377,GER,M,nyc,2021,2021-11-07,50,7634
Hiroto Kiptum #0383,ESP,M,nyc,2021,2021-11-07,51,7639
Birhanu Desisa #0115,KEN,M,nyc,2021,2021-11-07,52,7642
Eliud Mutai #0096,JPN,M,nyc,2021,2021-11-07,53,7643
Suguru Moen #0095,NOR,M,nyc,2021,2021-11-07,54,7645
Conner Geremew #0219,NOR,M,nyc,2021,2021-11-07,55,7645
Hiroto Geremew #0249,TZA,M,nyc,2021,2021-11-07,56,7646
Lucas Sambu #0306,MAR,M,nyc,2021,2021-11-07,57,7651
Lelisa Desisa #0243,BLR,M,nyc,2021,2021-11-07,58,7651
Ayele Fauble #0208,JPN,M,nyc,2021,2021-11-07,59,7653
Mohamed Korir #0399,UGA,M,nyc,2021,2021-11-07,60,7653
Brett Hassan #0159,USA,M,nyc,2021,2021-11-07,61,7655
Kibrom Kipchoge #0345,ESP,M,nyc,2021,2021-11-07,62,7657
Hiroto Bett #0276,UGA,M,nyc,2021,2021-11-07,63,7658
Lelisa Desisa #0328,ERI,M,nyc,2021,2021-11-07,64,7659
Mo Robinson #0238,NOR,M,nyc,2021,2021-11-07,65,7660
Lelisa Robinson #0097,ITA,M,nyc,2021,2021-11-07,66,7662
Mosinet Sambu #0389,ETH,M,nyc,2021,2021-11-07,67,7664
Galen Levins #0305,GER,M,nyc,2021,2021-11-07,68,7666
Ayele Ward #0042,UGA,M,nyc,2021,2021-11-07,69,7672
Sondre Korir #0297,ESP,M,nyc,2021,2021-11-07,70,7672
Eliud Rotich #0263,KEN,M,nyc,2021,2021-11-07,71,7674
Mosinet Cherono #0358,KEN,M,nyc,2021,2021-11-07,72,7677
Conner Bett #0240,NOR,M,nyc,2021,2021-11-07,73,7679
Scott Cherop #0270,ERI,M,nyc,2021,2021-11-07,74,7679
Lemi Robinson #0160,BLR,M,nyc,2021,2021-11-07,75,7680
Tamirat Robinson #0084,ITA,M,nyc,2021,2021-11-07,76,7681
Lawrence Moen #0081,UGA,M,nyc,2021,2021-11-07,77,7681
Hiroto Abdi #0188,KEN,M,nyc,2021,2021-11-07,78,7682
Wilson Abdi #0211,GBR,M,nyc,2021,2021-11-07,79,7683
Lemi Bekele #0199,UGA,M,nyc,2021,2021-11-07,80,7684
Sondre Kandie #0279,AUS,M,nyc,2021,2021-11-07,81,7688
Stephen Kipchoge #0370,GBR,M,nyc,2021,2021-11-07,82,7688
Lucas Lemma #0107,AUS,M,nyc,2021,2021-11-07,83,7689
Kibrom Cherop #0172,ETH,M,nyc,2021,2021-11-07,84,7692
Kibrom Tola #0187,AUS,M,nyc,2021,2021-11-07,85,7693
Kenneth Kiptum #0228,NOR,M,nyc,2021,2021-11-07,86,7694
Sisay Bekele #0104,CAN,M,nyc,2021,2021-11-07,87,7694
Mo Fauble #0213,TZA,M,nyc,2021,2021-11-07,88,7694
Birhanu Hailu #0261,CAN,M,nyc,2021,2021-11-07,89,7697
Sisay Kiptum #0067,GER,M,nyc,2021,2021-11-07,90,7701
Mosinet Moen #0161,AUS,M,nyc,2021,2021-11-07,91,7706
Jared Cherop #0032,CAN,M,nyc,2021,2021-11-07,92,7706
Geoffrey Stanley #0165,USA,M,nyc,2021,2021-11-07,93,7708
Kelvin Tola #0346,MAR,M,nyc,2021,2021-11-07,94,7709
Lelisa Geremew #0007,ITA,M,nyc,2021,2021-11-07,95,7712
Lemi Hassan #0301,ETH,M,nyc,2021,2021-11-07,96,7715
Geoffrey Adero #0074,NED,M,nyc,2021,2021-11-07,97,7715
Brett Adero #0291,BLR,M,nyc,2021,2021-11-07,98,7718
Lemi Stanley #0076,ERI,M,nyc,2021,2021-11-07,99,7720
Ayele Lopes #0083,AUS,M,nyc,2021,2021-11-07,100,7721
Peres Sisson #0398,ESP,W,nyc,2021,2021-11-07,1,7991
Joyciline Jepchirchir #0298,CZE,W,nyc,2021,2021-11-07,2,8008
Molly Sisson #0019,ROU,W,nyc,2021,2021-11-07,3,8020
Catherine Dereje #0231,POL,W,nyc,2021,2021-11-07,4,8052
Mary Gidey #0390,BHR,W,nyc,2021,2021-11-07,5,8053
Tigist Gidey #0158,ESP,W,nyc,2021,2021-11-07,6,8054
Aliphine Hassan #0313,KEN,W,nyc,2021,2021-11-07,7,8058
Peres Sisson #0303,AUS,W,nyc,2021,2021-11-07,8,8069
Emily Salpeter #0159,ESP,W,nyc,2021,2021-11-07,9,8071
Keira Salpeter #0322,GER,W,nyc,2021,2021-11-07,10,8071
Emily Hassan #0387,JPN,W,nyc,2021,2021-11-07,11,8073
Tigist Yehualaw #0232,KEN,W,nyc,2021,2021-11-07,12,8077
Emily Seidel #0041,ETH,W,nyc,2021,2021-11-07,13,8082
Sifan Chepngetich #0344,ROU,W,nyc,2021,2021-11-07,14,8084
Brigid Tuliamuk #0325,BHR,W,nyc,2021,2021-11-07,15,8091
Mary Jepchirchir #0065,AUS,W,nyc,2021,2021-11-07,16,8093
Lonah Obiri #0202,CHN,W,nyc,2021,2021-11-07,17,8102
Yalemzerf Dereje #0180,GBR,W,nyc,2021,2021-11-07,18,8105
Hellen Kosgei #0383,CHN,W,nyc,2021,2021-11-07,19,8107
Worknesh Assefa #0244,ROU,W,nyc,2021,2021-11-07,20,8115
Sutume Hall #0318,CHN,W,nyc,2021,2021-11-07,21,8115
Sifan Cheruiyot #0315,ISR,W,nyc,2021,2021-11-07,22,8116
Tigist Dibaba #0188,USA,W,nyc,2021,2021-11-07,23,8133
Mary Cheruiyot #0071,NED,W,nyc,2021,2021-11-07,24,8133
Emily Kiplagat #0276,GER,W,nyc,2021,2021-11-07,25,8133
Roza Diver #0361,ETH,W,nyc,2021,2021-11-07,26,8135
Lonnie Reichmann #0310,PRK,W,nyc,2021,2021-11-07,27,8135
Lilian Yehualaw #0103,PRK,W,nyc,2021,2021-11-07,28,8138
Yalemzerf Diver #0030,CZE,W,nyc,2021,2021-11-07,29,8139
Molly Kiplagat #0192,RUS,W,nyc,2021,2021-11-07,30,8149
Florence Jepchirchir #0308,AUS,W,nyc,2021,2021-11-07,31,8150
Tirunesh Gemechu #0272,AUS,W,nyc,2021,2021-11-07,32,8151
Lonnie Ndereba #0340,USA,W,nyc,2021,2021-11-07,33,8152
Molly Sisson #0090,KEN,W,nyc,2021,2021-11-07,34,8154
Vivian Kosgei #0123,ITA,W,nyc,2021,2021-11-07,35,8157
Lonah Cheruiyot #0299,PRK,W,nyc,2021,2021-11-07,36,8158
Peres Sisson #0234,ITA,W,nyc,2021,2021-11-07,37,8158
Vivian Gemechu #0121,GBR,W,nyc,2021,2021-11-07,38,8159
Tigist Seidel #0264,IRL,W,nyc,2021,2021-11-07,39,8161
Florence Chepkirui #0146,JPN,W,nyc,2021,2021-11-07,40,8162
Sara Dibaba #0042,KEN,W,nyc,2021,2021-11-07,41,8162
Worknesh Diver #0061,GBR,W,nyc,2021,2021-11-07,42,8165
Aliphine Dereje #0088,ETH,W,nyc,2021,2021-11-07,43,8166
Hiwot Frey #0266,RUS,W,nyc,2021,2021-11-07,44,8168
Keira Frey #0176,AUS,W,nyc,2021,2021-11-07,45,8169
Keira Sisson #0247,CZE,W,nyc,2021,2021-11-07,46,8172
Brigid Jepchirchir #0337,ITA,W,nyc,2021,2021-11-07,47,8176
Brigid Hall #0129,POL,W,nyc,2021,2021-11-07,48,8180
Lonah Hall #0369,CZE,W,nyc,2021,2021-11-07,49,8182
Eunice Chepkirui #0043,ROU,W,nyc,2021,2021-11-07,50,8182
Sara Asefa #0348,ITA,W,nyc,2021,2021-11-07,51,8187
Joyciline Diver #0289,GBR,W,nyc,2021,2021-11-07,52,8190
Emily Gemechu #0197,CHN,W,nyc,2021,2021-11-07,53,8192
Sifan Gidey #0347,CHN,W,nyc,2021,2021-11-07,54,8192
Tirunesh Jepchirchir #0314,JPN,W,nyc,2021,2021-11-07,55,8195
Sara Seidel #0374,CAN,W,nyc,2021,2021-11-07,56,8196
Molly Kiplagat #0233,ROU,W,nyc,2021,2021-11-07,57,8199
Tirunesh Kiplagat #0124,ISR,W,nyc,2021,2021-11-07,58,8207
Almaz Gidey #0222,GBR,W,nyc,2021,2021-11-07,59,8209
Lonah Ndereba #0029,USA,W,nyc,2021,2021-11-07,60,8214
Molly Ndereba #0054,GER,W,nyc,2021,2021-11-07,61,8216
Lonnie Gidey #0360,ISR,W,nyc,2021,2021-11-07,62,8220
Sinead Frey #0364,AUS,W,nyc,2021,2021-11-07,63,8222
Sifan Jepkosgei #0111,BHR,W,nyc,2021,2021-11-07,64,8232
Lilian Chepngetich #0357,RUS,W,nyc,2021,2021-11-07,65,8233
Worknesh Seidel #0091,PRK,W,nyc,2021,2021-11-07,66,8234
Roza Hassan #0067,IRL,W,nyc,2021,2021-11-07,67,8236
Eunice Chepkirui #0201,ETH,W,nyc,2021,2021-11-07,68,8238
Lonnie Gemechu #0235,IRL,W,nyc,2021,2021-11-07,69,8238
Sara Reichmann #0177,GER,W,nyc,2021,2021-11-07,70,8239
Sara Cheruiyot #0249,GBR,W,nyc,2021,2021-11-07,71,8240
Eunice Tuliamuk #0271,CAN,W,nyc,2021,2021-11-07,72,8242
Keira Degefa #0104,JPN,W,nyc,2021,2021-11-07,73,8243
Worknesh Keitany #0316,ISR,W,nyc,2021,2021-11-07,74,8244
Lonnie Frey #0034,KEN,W,nyc,2021,2021-11-07,75,8245
Almaz Diver #0101,USA,W,nyc,2021,2021-11-07,76,8247
Peres Hassan #0027,ISR,W,nyc,2021,2021-11-07,77,8247
Joyciline Asefa #0199,IRL,W,nyc,2021,2021-11-07,78,8254
Vivian Yehualaw #0241,CHN,W,nyc,2021,2021-11-07,79,8255
Eunice Dereje #0381,ESP,W,nyc,2021,2021-11-07,80,8256
Hiwot Ndereba #0063,BHR,W,nyc,2021,2021-11-07,81,8261
Brigid Obiri #0213,PRK,W,nyc,2021,2021-11-07,82,8262
Aliphine DAmato #0327,BHR,W,nyc,2021,2021-11-07,83,8272
Worknesh Keitany #0209,USA,W,nyc,2021,2021-11-07,84,8275
Lonnie Ndereba #0018,ROU,W,nyc,2021,2021-11-07,85,8275
Hellen Dibaba #0221,POL,W,nyc,2021,2021-11-07,86,8276
Letesenbet Seidel #0252,CZE,W,nyc,2021,2021-11-07,87,8278
Yalemzerf Hassan #0182,NED,W,nyc,2021,2021-11-07,88,8278
Emily Kiplagat #0142,USA,W,nyc,2021,2021-11-07,89,8279
Tirunesh Jepkosgei #0258,NED,W,nyc,2021,2021-11-07,90,8280
Sifan Diver #0031,CZE,W,nyc,2021,2021-11-07,91,8280
Tigist Hall #0003,ESP,W,nyc,2021,2021-11-07,92,8280
Sinead Cheruiyot #0082,CZE,W,nyc,2021,2021-11-07,93,8282
Roza Hassan #0083,NED,W,nyc,2021,2021-11-07,94,8285
Vivian Hassan #0136,BHR,W,nyc,2021,2021-11-07,95,8291
Lilian Ndereba #0220,ETH,W,nyc,2021,2021-11-07,96,8293
Emily Jepchirchir #0283,ITA,W,nyc,2021,2021-11-07,97,8296
Tigist Chepngetich #0006,NED,W,nyc,2021,2021-11-07,98,8300
Joyciline Hall #0057,IRL,W,nyc,2021,2021-11-07,99,8302
Emily Sisson #0187,CAN,W,nyc,2021,2021-11-07,100,8306
Kibrom Kipchoge #0345,ESP,M,nyc,2022,2022-11-06,1,7474
Yuki Levins #0142,JPN,M,nyc,2022,2022-11-06,2,7494
Scott Cherono #0340,ERI,M,nyc,2022,2022-11-06,3,7515
Wilson Bett #0152,TZA,M,nyc,2022,2022-11-06,4,7521
Lawrence Levins #0017,GER,M,nyc,2022,2022-11-06,5,7527
Conner Hailu #0209,USA,M,nyc,2022,2022-11-06,6,7535
Carlos Cherop #0298,NED,M,nyc,2022,2022-11-06,7,7543
Cam Kipchoge #0234,UGA,M,nyc,2022,2022-11-06,8,7552
Suguru Moen #0095,NOR,M,nyc,2022,2022-11-06,9,7570
Lelisa Desisa #0243,BLR,M,nyc,2022,2022-11-06,10,7582
Birhanu Bekele #0094,BHR,M,nyc,2022,2022-11-06,11,7584
Mohamed Cherop #0109,NOR,M,nyc,2022,2022-11-06,12,7596
Ayele Fauble #0208,JPN,M,nyc,2022,2022-11-06,13,7602
Kelvin Levins #0005,MAR,M,nyc,2022,2022-11-06,14,7606
Geoffrey Bekele #0366,ITA,M,nyc,2022,2022-11-06,15,7614
Jared Rupp #0070,GER,M,nyc,2022,2022-11-06,16,7619
Kenneth Sambu #0293,GER,M,nyc,2022,2022-11-06,17,7619
Bashir Hailu #0384,ITA,M,nyc,2022,2022-11-06,18,7623
Kenneth Kiptum #0228,NOR,M,nyc,2022,2022-11-06,19,7626
Scott Cherop #0270,ERI,M,nyc,2022,2022-11-06,20,7628
Hiroto Kiptum #0383,ESP,M,nyc,2022,2022-11-06,21,7629
Lemi Hassan #0301,ETH,M,nyc,2022,2022-11-06,22,7631
Hiroto Abdi #0188,KEN,M,nyc,2022,2022-11-06,23,7636
Hiroto Rotich #0245,BHR,M,nyc,2022,2022-11-06,24,7639
Kenneth Desisa #0236,ETH,M,nyc,2022,2022-11-06,25,7639
Mo Desisa #0197,ITA,M,nyc,2022,2022-11-06,26,7640
Kelvin Rotich #0151,TZA,M,nyc,2022,2022-11-06,27,7640
Birhanu Cherono #0230,MAR,M,nyc,2022,2022-11-06,28,7643
Mosinet Sambu #0389,ETH,M,nyc,2022,2022-11-06,29,7645
Carlos Cherop #0333,ETH,M,nyc,2022,2022-11-06,30,7653
Wilson Abdi #0211,GBR,M,nyc,2022,2022-11-06,31,7659
Kibrom Korir #0102,FRA,M,nyc,2022,2022-11-06,32,7665
Tamirat Sambu #0348,GER,M,nyc,2022,2022-11-06,33,7668
Lelisa Tola #0223,USA,M,nyc,2022,2022-11-06,34,7671
Mo Robinson #0238,NOR,M,nyc,2022,2022-11-06,35,7672
Lelisa Lemma #0060,CAN,M,nyc,2022,2022-11-06,36,7677
Bashir Ward #0099,BRA,M,nyc,2022,2022-11-06,37,7678
Galen Hassan #0106,NED,M,nyc,2022,2022-11-06,38,7679
Scott Abdi #0129,AUS,M,nyc,2022,2022-11-06,39,7682
Carlos Cherono #0367,UGA,M,nyc,2022,2022-11-06,40,7689
Galen Fauble #0390,ESP,M,nyc,2022,2022-11-06,41,7690
Lemi Stanley #0076,ERI,M,nyc,2022,2022-11-06,42,7692
Ayele Robinson #0242,JPN,M,nyc,2022,2022-11-06,43,7692
Eliud Rotich #0263,KEN,M,nyc,2022,2022-11-06,44,7693
Ayele Cherono #0281,NED,M,nyc,2022,2022-11-06,45,7695
Kelvin Kipsang #0062,ETH,M,nyc,2022,2022-11-06,46,7700
Geoffrey Farah #0246,GER,M,nyc,2022,2022-11-06,47,7701
Mo Desisa #0033,MAR,M,nyc,2022,2022-11-06,48,7701
Hiroto Hassan #0021,ETH,M,nyc,2022,2022-11-06,49,7710
Hiroto Adero #0332,GBR,M,nyc,2022,2022-11-06,50,7714
Wilson Hailu #0259,ERI,M,nyc,2022,2022-11-06,51,7714
Lawrence Moen #0081,UGA,M,nyc,2022,2022-11-06,52,7716
Kelvin Hailu #0382,BRA,M,nyc,2022,2022-11-06,53,7716
Lemi Levins #0001,UGA,M,nyc,2022,2022-11-06,54,7717
Kibrom Cherop #0319,FRA,M,nyc,2022,2022-11-06,55,7719
Yuki Levins #0363,NED,M,nyc,2022,2022-11-06,56,7721
Eliud Kipchoge #0004,UGA,M,nyc,2022,2022-11-06,57,7721
Mohamed Hassan #0284,NED,M,nyc,2022,2022-11-06,58,7722
Lelisa Cherop #0207,ETH,M,nyc,2022,2022-11-06,59,7723
Ayele Robinson #0272,UGA,M,nyc,2022,2022-11-06,60,7723
Hiroto Rupp #0113,UGA,M,nyc,2022,2022-11-06,61,7724
Eliud Farah #0114,USA,M,nyc,2022,2022-11-06,62,7725
Lawrence Kiptum #0204,BLR,M,nyc,2022,2022-11-06,63,7725
Galen Kipsang #0146,BLR,M,nyc,2022,2022-11-06,64,7726
Sisay Tola #0335,AUS,M,nyc,2022,2022-11-06,65,7729
Lelisa Abdi #0326,BRA,M,nyc,2022,2022-11-06,66,7729
Mosinet Kiptum #0206,ETH,M,nyc,2022,2022-11-06,67,7735
Lelisa Desisa #0328,ERI,M,nyc,2022,2022-11-06,68,7738
Bashir Farah #0134,KEN,M,nyc,2022,2022-11-06,69,7742
Suguru Hailu #0194,MAR,M,nyc,2022,2022-11-06,70,7742
Jared Cherop #0032,CAN,M,nyc,2022,2022-11-06,71,7746
Kibrom Tola #0187,AUS,M,nyc,2022,2022-11-06,72,7747
Mohamed Korir #0399,UGA,M,nyc,2022,2022-11-06,73,7750
Lawrence Farah #0191,FRA,M,nyc,2022,2022-11-06,74,7751
Eliud Geremew #0192,ETH,M,nyc,2022,2022-11-06,75,7752
Ayele Ward #0042,UGA,M,nyc,2022,2022-11-06,76,7752
Scott Robinson #0229,GER,M,nyc,2022,2022-11-06,77,7759
Hiroto Geremew #0249,TZA,M,nyc,2022,2022-11-06,78,7761
Mohamed Rupp #0253,KEN,M,nyc,2022,2022-11-06,79,7762
Sisay Fauble #0178,BHR,M,nyc,2022,2022-11-06,80,7762
Sisay Kipsang #0257,FRA,M,nyc,2022,2022-11-06,81,7764
Eliud Geremew #0239,FRA,M,nyc,2022,2022-11-06,82,7764
Wilson Moen #0235,MAR,M,nyc,2022,2022-11-06,83,7766
Kibrom Fauble #0303,KEN,M,nyc,2022,2022-11-06,84,7767
Galen Levins #0305,GER,M,nyc,2022,2022-11-06,85,7767
Tamirat Bekele #0174,USA,M,nyc,2022,2022-11-06,86,7768
Bashir Sambu #0294,MAR,M,nyc,2022,2022-11-06,87,7768
Kelvin Lemma #0231,ERI,M,nyc,2022,2022-11-06,88,7772
Carlos Moen #0317,TZA,M,nyc,2022,2022-11-06,89,7783
Yuki Hassan #0356,GER,M,nyc,2022,2022-11-06,90,7785
Scott Robinson #0195,NOR,M,nyc,2022,2022-11-06,91,7788
Brett Kandie #0149,GER,M,nyc,2022,2022-11-06,92,7788
Conner Fauble #0086,ITA,M,nyc,2022,2022-11-06,93,7792
Conner Geremew #0219,NOR,M,nyc,2022,2022-11-06,94,7796
Mohamed Kipsang #0364,GBR,M,nyc,2022,2022-11-06,95,7796
Geoffrey Tola #0141,AUS,M,nyc,2022,2022-11-06,96,7799
Ayele Kipsang #0131,BHR,M,nyc,2022,2022-11-06,97,7799
Lemi Kiptum #0212,FRA,M,nyc,2022,2022-11-06,98,7800
Lemi Bekele #0199,UGA,M,nyc,2022,2022-11-06,99,7802
Hiroto Bett #0276,UGA,M,nyc,2022,2022-11-06,100,7803
Sutume Hall #0318,CHN,W,nyc,2022,2022-11-06,1,8091
Peres Sisson #0398,ESP,W,nyc,2022,2022-11-06,2,8111
Peres Sisson #0303,AUS,W,nyc,2022,2022-11-06,3,8144
Mary Cheruiyot #0071,NED,W,nyc,2022,2022-11-06,4,8147
Mary Gidey #0390,BHR,W,nyc,2022,2022-11-06,5,8158
Vivian Jepchirchir #0175,AUS,W,nyc,2022,2022-11-06,6,8161
Sinead Frey #0364,AUS,W,nyc,2022,2022-11-06,7,8162
Joyciline Hall #0057,IRL,W,nyc,2022,2022-11-06,8,8164
Emily Gemechu #0197,CHN,W,nyc,2022,2022-11-06,9,8171
Roza Seidel #0173,GBR,W,nyc,2022,2022-11-06,10,8172
Tigist Gidey #0158,ESP,W,nyc,2022,2022-11-06,11,8173
Hiwot Frey #0266,RUS,W,nyc,2022,2022-11-06,12,8183
Molly Kiplagat #0233,ROU,W,nyc,2022,2022-11-06,13,8191
Florence Chepkirui #0146,JPN,W,nyc,2022,2022-11-06,14,8193
Lonah Hall #0369,CZE,W,nyc,2022,2022-11-06,15,8193
Almaz Kiplagat #0106,IRL,W,nyc,2022,2022-11-06,16,8198
Brigid Jepchirchir #0337,ITA,W,nyc,2022,2022-11-06,17,8199
Vivian Kosgei #0123,ITA,W,nyc,2022,2022-11-06,18,8202
Molly Sisson #0090,KEN,W,nyc,2022,2022-11-06,19,8203
Sifan Chepngetich #0344,ROU,W,nyc,2022,2022-11-06,20,8203
Edna Assefa #0228,ETH,W,nyc,2022,2022-11-06,21,8207
Lonnie Ndereba #0018,ROU,W,nyc,2022,2022-11-06,22,8213
Eunice Ayana #0217,ITA,W,nyc,2022,2022-11-06,23,8214
Brigid Obiri #0213,PRK,W,nyc,2022,2022-11-06,24,8215
Keira Reichmann #0379,NED,W,nyc,2022,2022-11-06,25,8217
Eunice Tuliamuk #0271,CAN,W,nyc,2022,2022-11-06,26,8218
Lonah Ndereba #0029,USA,W,nyc,2022,2022-11-06,27,8220
Lonah Cheruiyot #0299,PRK,W,nyc,2022,2022-11-06,28,8222
Vivian Hassan #0136,BHR,W,nyc,2022,2022-11-06,29,8230
Tigist Salpeter #0323,CHN,W,nyc,2022,2022-11-06,30,8231
Sutume Ayana #0375,GBR,W,nyc,2022,2022-11-06,31,8232
Tirunesh Chepkirui #0193,ROU,W,nyc,2022,2022-11-06,32,8237
Keira Cheruiyot #0181,AUS,W,nyc,2022,2022-11-06,33,8238
Hellen Dibaba #0130,ROU,W,nyc,2022,2022-11-06,34,8245
Roza Hassan #0067,IRL,W,nyc,2022,2022-11-06,35,8246
Emily Yehualaw #0051,ISR,W,nyc,2022,2022-11-06,36,8248
Sara Reichmann #0177,GER,W,nyc,2022,2022-11-06,37,8251
Tirunesh Jepkosgei #0258,NED,W,nyc,2022,2022-11-06,38,8251
Yalemzerf Dereje #0180,GBR,W,nyc,2022,2022-11-06,39,8252
Sifan Gidey #0347,CHN,W,nyc,2022,2022-11-06,40,8252
Tigist Hall #0003,ESP,W,nyc,2022,2022-11-06,41,8252
Almaz Gidey #0222,GBR,W,nyc,2022,2022-11-06,42,8257
Almaz Kiplagat #0309,BHR,W,nyc,2022,2022-11-06,43,8258
Yalemzerf Cheruiyot #0260,CHN,W,nyc,2022,2022-11-06,44,8267
Tigist Yehualaw #0232,KEN,W,nyc,2022,2022-11-06,45,8268
Sara Cheruiyot #0249,GBR,W,nyc,2022,2022-11-06,46,8270
Keira Degefa #0104,JPN,W,nyc,2022,2022-11-06,47,8272
Joyciline Jepchirchir #0298,CZE,W,nyc,2022,2022-11-06,48,8278
Roza Diver #0361,ETH,W,nyc,2022,2022-11-06,49,8278
Tirunesh Jepchirchir #0314,JPN,W,nyc,2022,2022-11-06,50,8280
Emily Hassan #0387,JPN,W,nyc,2022,2022-11-06,51,8281
Eunice Chepkirui #0043,ROU,W,nyc,2022,2022-11-06,52,8281
Catherine Dereje #0231,POL,W,nyc,2022,2022-11-06,53,8284
Lilian Frey #0139,RUS,W,nyc,2022,2022-11-06,54,8284
Brigid Tuliamuk #0325,BHR,W,nyc,2022,2022-11-06,55,8285
Lonnie Gidey #0360,ISR,W,nyc,2022,2022-11-06,56,8288
Hellen Dibaba #0221,POL,W,nyc,2022,2022-11-06,57,8288
Ruth Ayana #0335,GER,W,nyc,2022,2022-11-06,58,8291
Florence Jepchirchir #0308,AUS,W,nyc,2022,2022-11-06,59,8292
Emily Salpeter #0159,ESP,W,nyc,2022,2022-11-06,60,8296
Vivian Gemechu #0121,GBR,W,nyc,2022,2022-11-06,61,8298
Sara Asefa #0348,ITA,W,nyc,2022,2022-11-06,62,8302
Catherine Jepkosgei #0077,ITA,W,nyc,2022,2022-11-06,63,8303
Yalemzerf Diver #0030,CZE,W,nyc,2022,2022-11-06,64,8305
Worknesh Assefa #0244,ROU,W,nyc,2022,2022-11-06,65,8309
Worknesh Keitany #0316,ISR,W,nyc,2022,2022-11-06,66,8310
Tirunesh Diver #0144,ETH,W,nyc,2022,2022-11-06,67,8311
Mary Ndereba #0107,RUS,W,nyc,2022,2022-11-06,68,8316
Lilian Kiplagat #0024,NED,W,nyc,2022,2022-11-06,69,8316
Emily Gidey #0329,IRL,W,nyc,2022,2022-11-06,70,8317
Tigist Seidel #0264,IRL,W,nyc,2022,2022-11-06,71,8317
Hellen Kosgei #0383,CHN,W,nyc,2022,2022-11-06,72,8319
Joyciline Hassan #0147,BHR,W,nyc,2022,2022-11-06,73,8319
Aliphine Ayana #0062,ETH,W,nyc,2022,2022-11-06,74,8321
Roza Hassan #0032,CHN,W,nyc,2022,2022-11-06,75,8321
Tirunesh Kiplagat #0124,ISR,W,nyc,2022,2022-11-06,76,8322
Worknesh Diver #0061,GBR,W,nyc,2022,2022-11-06,77,8323
